Feedback_ID,Feedback_Text
ZMF02443,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF03472,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF02360,Amazing discounts and very quick delivery. Highly recommended.
ZMF05002,I am tired of the spilled food due to poor packaging. I had to wait for more than an hour.
ZMF01683,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF04094,Amazing discounts and very quick delivery. Highly recommended.
ZMF02914,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF00726,The delivery partner was very quick. Great service!
ZMF01613,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF07675,The soup was completely spilled in the bag. Terrible packaging.
ZMF01432,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF01829,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF01558,The delivery partner was very impressive. Great service!
ZMF04229,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF01845,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF08862,The curry was completely spilled in the bag. Terrible packaging.
ZMF09338,My order was more than an hour late and the food was cold.
ZMF02686,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF07830,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02911,Food from Biryani Central arrived super fast and was quick!
ZMF09175,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03359,Food from Biryani Central arrived earlier than expected and was delicious!
ZMF00839,Consistently good experience with Zomato. Reliable and fast.
ZMF08729,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03198,Amazing discounts and very quick delivery. Highly recommended.
ZMF00983,The delivery partner was very delicious. Great service!
ZMF04289,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF01524,Consistently good experience with Zomato. Reliable and fast.
ZMF08919,My order was more than an hour late and the food was soggy.
ZMF04987,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF09910,My order was more than an hour late and the food was cold.
ZMF04312,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF02101,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF01525,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF08177,I am tired of the late delivery. My entire meal was ruined.
ZMF06250,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF03283,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF09284,I am tired of the spilled food due to poor packaging. I had to wait for more than an hour.
ZMF02819,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF02501,Consistently good experience with Zomato. Reliable and fast.
ZMF05044,The soup was completely spilled in the bag. Terrible packaging.
ZMF07246,One of the items was missing from my order. My entire meal was ruined.
ZMF00009,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF01117,Consistently good experience with Zomato. Reliable and fast.
ZMF09540,The curry was completely spilled in the bag. Terrible packaging.
ZMF06591,I am tired of the cold food. I want a full refund for this order.
ZMF03017,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF05609,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF02241,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF03613,Food from Grill & Chill arrived super fast and was delicious!
ZMF08589,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF09939,The curry was completely spilled in the bag. Terrible packaging.
ZMF09919,The curry was completely spilled in the bag. Terrible packaging.
ZMF09933,My order was more than 40 minutes late and the food was cold.
ZMF09629,My order was more than 40 minutes late and the food was cold.
ZMF09003,My order was more than 40 minutes late and the food was cold.
ZMF02445,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF05062,I am tired of the the restaurant canceling my order after a long wait. I want a full refund for this order.
ZMF01658,Food from Pizza Bay arrived earlier than expected and was neat and secure!
ZMF06509,I am tired of the a wrong item being delivered. My entire meal was ruined.
ZMF03484,Food from Biryani Central arrived earlier than expected and was hot and fresh!
ZMF08488,The curry was completely spilled in the bag. Terrible packaging.
ZMF00616,Amazing discounts and very quick delivery. Highly recommended.
ZMF04995,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF07158,One of the items was missing from my order. My entire meal was ruined.
ZMF02380,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF08581,I am tired of the an item missing from my order. This is completely unacceptable.
ZMF05045,I am tired of the a rude delivery partner. My entire meal was ruined.
ZMF04374,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF03758,Consistently good experience with Zomato. Reliable and fast.
ZMF02112,The delivery partner was very polite and professional. Great service!
ZMF02117,The delivery partner was very hot and fresh. Great service!
ZMF02717,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF01853,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF09870,My order was more than an hour late and the food was soggy.
ZMF05157,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03853,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF09057,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04941,Consistently good experience with Zomato. Reliable and fast.
ZMF03775,Amazing discounts and very quick delivery. Highly recommended.
ZMF08082,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02573,Consistently good experience with Zomato. Reliable and fast.
ZMF03197,The delivery partner was very impressive. Great service!
ZMF09990,The soup was completely spilled in the bag. Terrible packaging.
ZMF03208,Consistently good experience with Zomato. Reliable and fast.
ZMF04799,The delivery partner was very excellent. Great service!
ZMF05118,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06246,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF08886,I am tired of the an item missing from my order. I want a full refund for this order.
ZMF01333,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF04079,The delivery partner was very quick. Great service!
ZMF00919,Amazing discounts and very quick delivery. Highly recommended.
ZMF00425,Consistently good experience with Zomato. Reliable and fast.
ZMF01381,Consistently good experience with Zomato. Reliable and fast.
ZMF07323,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF07170,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00793,Consistently good experience with Zomato. Reliable and fast.
ZMF08254,One of the items was missing from my order. I want a full refund for this order.
ZMF05126,One of the items was missing from my order. It was a very frustrating experience.
ZMF03060,Amazing discounts and very quick delivery. Highly recommended.
ZMF02957,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF07471,I am tired of the a wrong item being delivered. I had to wait for more than an hour.
ZMF07064,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02399,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF04872,Food from Grill & Chill arrived earlier than expected and was excellent!
ZMF04464,Consistently good experience with Zomato. Reliable and fast.
ZMF05858,I am tired of the a wrong item being delivered. I had to wait for more than an hour.
ZMF06503,One of the items was missing from my order. This is completely unacceptable.
ZMF05247,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09686,The soup was completely spilled in the bag. Terrible packaging.
ZMF05430,I am tired of the late delivery. My entire meal was ruined.
ZMF07850,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00304,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF09335,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08860,One of the items was missing from my order. My entire meal was ruined.
ZMF02720,Food from The Curry House arrived earlier than expected and was polite and professional!
ZMF03844,Consistently good experience with Zomato. Reliable and fast.
ZMF04908,Consistently good experience with Zomato. Reliable and fast.
ZMF06404,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03730,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF08744,The curry was completely spilled in the bag. Terrible packaging.
ZMF05501,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09695,The curry was completely spilled in the bag. Terrible packaging.
ZMF05808,My order was more than 40 minutes late and the food was cold.
ZMF08646,One of the items was missing from my order. My entire meal was ruined.
ZMF08609,My order was more than 40 minutes late and the food was cold.
ZMF06927,One of the items was missing from my order. It was a very frustrating experience.
ZMF07341,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF03085,Food from Grill & Chill arrived super fast and was excellent!
ZMF02035,The delivery partner was very hot and fresh. Great service!
ZMF06433,The soup was completely spilled in the bag. Terrible packaging.
ZMF02834,Amazing discounts and very quick delivery. Highly recommended.
ZMF02374,The delivery partner was very impressive. Great service!
ZMF00709,Food from Grill & Chill arrived super fast and was polite and professional!
ZMF06938,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05444,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09115,I am tired of the the app crashing during payment. This is completely unacceptable.
ZMF03047,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF03358,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF07459,I am tired of the late delivery. My entire meal was ruined.
ZMF08855,I am tired of the late delivery. I had to wait for more than an hour.
ZMF03473,Food from Biryani Central arrived earlier than expected and was polite and professional!
ZMF01917,Amazing discounts and very quick delivery. Highly recommended.
ZMF01358,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF03675,The delivery partner was very excellent. Great service!
ZMF06810,The soup was completely spilled in the bag. Terrible packaging.
ZMF03425,The delivery partner was very user-friendly. Great service!
ZMF03072,Food from Pizza Bay arrived super fast and was user-friendly!
ZMF01492,Consistently good experience with Zomato. Reliable and fast.
ZMF02567,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF00163,Consistently good experience with Zomato. Reliable and fast.
ZMF00581,Consistently good experience with Zomato. Reliable and fast.
ZMF01703,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF09860,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08086,One of the items was missing from my order. I had to wait for more than an hour.
ZMF03258,Food from Pizza Bay arrived earlier than expected and was polite and professional!
ZMF09431,The soup was completely spilled in the bag. Terrible packaging.
ZMF03297,Consistently good experience with Zomato. Reliable and fast.
ZMF05412,The curry was completely spilled in the bag. Terrible packaging.
ZMF05533,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF00828,Amazing discounts and very quick delivery. Highly recommended.
ZMF00280,Amazing discounts and very quick delivery. Highly recommended.
ZMF07382,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF04840,Consistently good experience with Zomato. Reliable and fast.
ZMF02028,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF08882,I am tired of the a wrong item being delivered. I want a full refund for this order.
ZMF00494,The delivery partner was very quick. Great service!
ZMF05803,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF07642,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06243,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF04530,Food from Grill & Chill arrived super fast and was user-friendly!
ZMF04045,Food from Noodle Kingdom arrived earlier than expected and was hot and fresh!
ZMF03630,The delivery partner was very delicious. Great service!
ZMF02828,The delivery partner was very user-friendly. Great service!
ZMF07674,The soup was completely spilled in the bag. Terrible packaging.
ZMF00171,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF03673,The delivery partner was very polite and professional. Great service!
ZMF04240,The delivery partner was very polite and professional. Great service!
ZMF05109,I am tired of the spilled food due to poor packaging. This is completely unacceptable.
ZMF09444,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01724,The delivery partner was very impressive. Great service!
ZMF04391,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF04290,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF01140,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF03278,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF07837,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09517,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03830,Amazing discounts and very quick delivery. Highly recommended.
ZMF03265,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF00011,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF09097,One of the items was missing from my order. I want a full refund for this order.
ZMF00534,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF00717,Food from Grill & Chill arrived earlier than expected and was hot and fresh!
ZMF09875,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF07886,My order was more than 40 minutes late and the food was cold.
ZMF09938,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF09563,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF05956,One of the items was missing from my order. This is completely unacceptable.
ZMF03129,The delivery partner was very impressive. Great service!
ZMF02032,The delivery partner was very user-friendly. Great service!
ZMF00379,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF03871,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF07503,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF09783,The soup was completely spilled in the bag. Terrible packaging.
ZMF04021,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF06620,The soup was completely spilled in the bag. Terrible packaging.
ZMF09377,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF01451,Amazing discounts and very quick delivery. Highly recommended.
ZMF02520,Amazing discounts and very quick delivery. Highly recommended.
ZMF06450,My order was more than an hour late and the food was cold.
ZMF00498,Consistently good experience with Zomato. Reliable and fast.
ZMF06481,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05799,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF05026,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00214,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF04996,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05471,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF09546,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05340,One of the items was missing from my order. I had to wait for more than an hour.
ZMF03952,Consistently good experience with Zomato. Reliable and fast.
ZMF07538,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01234,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF07521,I am tired of the spilled food due to poor packaging. It was a very frustrating experience.
ZMF05395,My order was more than an hour late and the food was soggy.
ZMF03980,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF06958,My order was more than an hour late and the food was soggy.
ZMF06124,One of the items was missing from my order. This is completely unacceptable.
ZMF03601,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF01077,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF06062,My order was more than an hour late and the food was cold.
ZMF04911,The delivery partner was very quick. Great service!
ZMF06870,One of the items was missing from my order. My entire meal was ruined.
ZMF08746,One of the items was missing from my order. It was a very frustrating experience.
ZMF04203,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF01146,Food from Biryani Central arrived earlier than expected and was hot and fresh!
ZMF04292,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF03548,Amazing discounts and very quick delivery. Highly recommended.
ZMF06230,The curry was completely spilled in the bag. Terrible packaging.
ZMF07792,My order was more than an hour late and the food was cold.
ZMF06158,One of the items was missing from my order. This is completely unacceptable.
ZMF04538,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF01173,Consistently good experience with Zomato. Reliable and fast.
ZMF01570,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF04196,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF02232,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF00102,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF02303,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF08765,One of the items was missing from my order. It was a very frustrating experience.
ZMF04732,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF05907,The curry was completely spilled in the bag. Terrible packaging.
ZMF07097,One of the items was missing from my order. My entire meal was ruined.
ZMF02413,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF01973,Food from Noodle Kingdom arrived earlier than expected and was polite and professional!
ZMF07343,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00057,Amazing discounts and very quick delivery. Highly recommended.
ZMF05615,I am tired of the cold food. I want a full refund for this order.
ZMF09979,My order was more than 40 minutes late and the food was soggy.
ZMF06441,The curry was completely spilled in the bag. Terrible packaging.
ZMF01123,Consistently good experience with Zomato. Reliable and fast.
ZMF07622,I am tired of the the restaurant canceling my order after a long wait. I want a full refund for this order.
ZMF07553,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01518,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF05863,I am tired of the cold food. My entire meal was ruined.
ZMF04417,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF04784,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF06940,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03852,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF01495,Consistently good experience with Zomato. Reliable and fast.
ZMF00487,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF03031,The delivery partner was very neat and secure. Great service!
ZMF05338,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09569,One of the items was missing from my order. My entire meal was ruined.
ZMF05330,I am tired of the the app crashing during payment. I had to wait for more than an hour.
ZMF00483,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF03004,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF07921,I am tired of the an item missing from my order. My entire meal was ruined.
ZMF09826,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF02801,Amazing discounts and very quick delivery. Highly recommended.
ZMF04812,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF09086,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF02846,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF09971,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03367,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF00428,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF03704,Consistently good experience with Zomato. Reliable and fast.
ZMF09217,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF03648,The delivery partner was very hot and fresh. Great service!
ZMF01085,Consistently good experience with Zomato. Reliable and fast.
ZMF05142,The curry was completely spilled in the bag. Terrible packaging.
ZMF02741,The delivery partner was very delicious. Great service!
ZMF06149,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02243,Amazing discounts and very quick delivery. Highly recommended.
ZMF00666,The delivery partner was very hot and fresh. Great service!
ZMF09102,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF03682,The delivery partner was very quick. Great service!
ZMF09724,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01328,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF04800,Food from Noodle Kingdom arrived super fast and was polite and professional!
ZMF03026,Amazing discounts and very quick delivery. Highly recommended.
ZMF07003,The soup was completely spilled in the bag. Terrible packaging.
ZMF02809,Food from Biryani Central arrived earlier than expected and was impressive!
ZMF03665,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF03272,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF01887,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF04278,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF09323,I am tired of the late delivery. It was a very frustrating experience.
ZMF09752,My order was more than an hour late and the food was soggy.
ZMF01549,The delivery partner was very delicious. Great service!
ZMF03362,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF06357,I am tired of the an item missing from my order. My entire meal was ruined.
ZMF04775,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF07534,The soup was completely spilled in the bag. Terrible packaging.
ZMF01776,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF06406,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF06125,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04506,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF05329,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08153,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01436,Food from Grill & Chill arrived earlier than expected and was delicious!
ZMF01798,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF04673,Consistently good experience with Zomato. Reliable and fast.
ZMF07059,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08845,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF03872,The delivery partner was very quick. Great service!
ZMF05162,The curry was completely spilled in the bag. Terrible packaging.
ZMF01002,Consistently good experience with Zomato. Reliable and fast.
ZMF00336,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF00756,Consistently good experience with Zomato. Reliable and fast.
ZMF01139,Food from Pizza Bay arrived super fast and was quick!
ZMF07433,I am tired of the an item missing from my order. I had to wait for more than an hour.
ZMF09528,I am tired of the cold food. This is completely unacceptable.
ZMF02915,Consistently good experience with Zomato. Reliable and fast.
ZMF08621,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06564,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05056,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09725,I am tired of the spilled food due to poor packaging. It was a very frustrating experience.
ZMF02431,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF08213,My order was more than an hour late and the food was soggy.
ZMF09257,I am tired of the an item missing from my order. I had to wait for more than an hour.
ZMF01662,Food from Biryani Central arrived earlier than expected and was quick!
ZMF02900,Food from Pizza Bay arrived earlier than expected and was quick!
ZMF09192,I am tired of the late delivery. My entire meal was ruined.
ZMF01200,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF05132,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02108,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF04243,Consistently good experience with Zomato. Reliable and fast.
ZMF04687,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF08654,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF08026,The curry was completely spilled in the bag. Terrible packaging.
ZMF01585,Amazing discounts and very quick delivery. Highly recommended.
ZMF07501,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02955,Food from Pizza Bay arrived earlier than expected and was delicious!
ZMF02804,The delivery partner was very user-friendly. Great service!
ZMF08684,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08468,One of the items was missing from my order. It was a very frustrating experience.
ZMF09226,My order was more than an hour late and the food was cold.
ZMF08751,One of the items was missing from my order. I had to wait for more than an hour.
ZMF00389,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF03680,Consistently good experience with Zomato. Reliable and fast.
ZMF00426,Consistently good experience with Zomato. Reliable and fast.
ZMF02225,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05642,One of the items was missing from my order. I had to wait for more than an hour.
ZMF05291,The curry was completely spilled in the bag. Terrible packaging.
ZMF08258,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07825,The soup was completely spilled in the bag. Terrible packaging.
ZMF08713,My order was more than 40 minutes late and the food was cold.
ZMF06882,The curry was completely spilled in the bag. Terrible packaging.
ZMF03456,The delivery partner was very impressive. Great service!
ZMF01256,Consistently good experience with Zomato. Reliable and fast.
ZMF07234,The soup was completely spilled in the bag. Terrible packaging.
ZMF04546,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF05273,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF09519,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09494,One of the items was missing from my order. This is completely unacceptable.
ZMF08110,I am tired of the the restaurant canceling my order after a long wait. This is completely unacceptable.
ZMF07523,I am tired of the the app crashing during payment. I had to wait for more than an hour.
ZMF08712,One of the items was missing from my order. I had to wait for more than an hour.
ZMF09580,I am tired of the late delivery. I had to wait for more than an hour.
ZMF09390,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF05176,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF04323,Food from Biryani Central arrived super fast and was polite and professional!
ZMF08513,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF02550,Consistently good experience with Zomato. Reliable and fast.
ZMF01109,Consistently good experience with Zomato. Reliable and fast.
ZMF05962,The curry was completely spilled in the bag. Terrible packaging.
ZMF04936,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF00126,Amazing discounts and very quick delivery. Highly recommended.
ZMF01337,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF00502,Food from Noodle Kingdom arrived super fast and was excellent!
ZMF05343,I am tired of the a rude delivery partner. I had to wait for more than an hour.
ZMF02904,Amazing discounts and very quick delivery. Highly recommended.
ZMF07981,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF07710,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF06553,One of the items was missing from my order. This is completely unacceptable.
ZMF06984,One of the items was missing from my order. My entire meal was ruined.
ZMF04397,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF01151,Food from The Curry House arrived earlier than expected and was user-friendly!
ZMF01394,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF05582,I am tired of the the app crashing during payment. I had to wait for more than an hour.
ZMF05425,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03574,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF08511,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07942,I am tired of the cold food. My entire meal was ruined.
ZMF02186,Consistently good experience with Zomato. Reliable and fast.
ZMF03898,Food from Grill & Chill arrived earlier than expected and was user-friendly!
ZMF03728,Food from Noodle Kingdom arrived earlier than expected and was delicious!
ZMF00289,Amazing discounts and very quick delivery. Highly recommended.
ZMF09963,My order was more than an hour late and the food was cold.
ZMF09981,My order was more than 40 minutes late and the food was cold.
ZMF00002,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF07179,I am tired of the an item missing from my order. I had to wait for more than an hour.
ZMF09059,One of the items was missing from my order. It was a very frustrating experience.
ZMF05918,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01991,Food from The Curry House arrived earlier than expected and was hot and fresh!
ZMF09023,My order was more than an hour late and the food was cold.
ZMF02047,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF05470,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02271,Amazing discounts and very quick delivery. Highly recommended.
ZMF03976,Food from Noodle Kingdom arrived super fast and was quick!
ZMF01717,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF00001,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF04997,Consistently good experience with Zomato. Reliable and fast.
ZMF00056,Consistently good experience with Zomato. Reliable and fast.
ZMF02891,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF01772,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF05641,The soup was completely spilled in the bag. Terrible packaging.
ZMF09969,The soup was completely spilled in the bag. Terrible packaging.
ZMF00371,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF05630,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05601,My order was more than 40 minutes late and the food was cold.
ZMF02515,Consistently good experience with Zomato. Reliable and fast.
ZMF06222,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05925,One of the items was missing from my order. This is completely unacceptable.
